Wavelength_and_Radius_ranges_are_INCLUSIVE_from_1st_to_last_point
Radius is varied over rows, wavelength is varied over columns
30	3.6872E-01	5.2728E-01	6.7055E-01	8.0840E-01	9.4893E-01	1.0959E+00	1.2486E+00	1.4040E+00
31	5.3245E-01	7.4989E-01	9.3564E-01	1.1045E+00	1.2690E+00	1.4349E+00	1.6024E+00	1.7680E+00
32	6.5751E-01	9.1516E-01	1.1283E+00	1.3177E+00	1.4994E+00	1.6796E+00	1.8575E+00	2.0285E+00
33	8.7929E-01	1.1985E+00	1.4465E+00	1.6582E+00	1.8571E+00	2.0505E+00	2.2355E+00	2.4056E+00
34	1.2617E+00	1.6655E+00	1.9448E+00	2.1675E+00	2.3748E+00	2.5761E+00	2.7622E+00	2.9213E+00
35	2.0332E+00	2.5345E+00	2.7814E+00	2.9390E+00	3.1033E+00	3.2946E+00	3.4840E+00	3.6298E+00
36	3.6431E+00	4.1979E+00	4.1902E+00	4.0429E+00	3.9764E+00	4.0678E+00	4.3106E+00	4.5940E+00
37	7.6702E+00	8.4714E+00	7.5248E+00	6.3352E+00	5.4757E+00	4.9818E+00	4.8110E+00	4.9703E+00
38	7.7195E+00	1.2603E+01	1.3725E+01	1.1184E+01	8.6171E+00	6.9509E+00	5.9701E+00	5.4553E+00
39	3.9509E+00	7.8450E+00	1.2892E+01	1.4554E+01	1.2087E+01	9.3505E+00	7.5061E+00	6.3765E+00
40	2.3986E+00	4.7670E+00	8.8271E+00	1.3260E+01	1.3820E+01	1.1376E+01	8.9924E+00	7.3663E+00
41	1.4902E+00	2.9377E+00	5.6811E+00	1.0215E+01	1.3921E+01	1.3278E+01	1.0728E+01	8.5893E+00
42	9.5642E-01	1.8426E+00	3.5237E+00	6.7240E+00	1.1238E+01	1.3580E+01	1.2216E+01	9.9122E+00
43	7.0717E-01	1.3393E+00	2.5160E+00	4.8170E+00	8.7031E+00	1.2413E+01	1.2752E+01	1.0841E+01
44	4.8651E-01	9.1199E-01	1.6973E+00	3.2611E+00	6.2222E+00	1.0314E+01	1.2639E+01	1.1777E+01
45	3.9484E-01	7.2653E-01	1.3165E+00	2.4553E+00	4.6236E+00	8.0433E+00	1.1167E+01	1.1684E+01
46	3.3847E-01	6.1322E-01	1.0864E+00	1.9733E+00	3.6433E+00	6.4276E+00	9.6191E+00	1.1127E+01
47	2.9186E-01	5.2531E-01	9.2237E-01	1.6585E+00	3.0438E+00	5.4367E+00	8.5470E+00	1.0644E+01
48	2.2364E-01	4.0225E-01	7.0644E-01	1.2711E+00	2.3426E+00	4.2701E+00	7.1135E+00	9.7318E+00
49	1.8127E-01	3.2444E-01	5.6590E-01	1.0091E+00	1.8434E+00	3.3609E+00	5.7624E+00	8.4647E+00
50	1.6046E-01	2.8481E-01	4.9056E-01	8.6066E-01	1.5446E+00	2.7787E+00	4.7838E+00	7.2975E+00
51	1.4595E-01	2.5581E-01	4.3240E-01	7.4099E-01	1.2964E+00	2.2808E+00	3.8948E+00	6.0773E+00
52	1.4243E-01	2.4708E-01	4.1098E-01	6.9002E-01	1.1804E+00	2.0334E+00	3.4252E+00	5.3628E+00
53	1.2577E-01	2.1756E-01	3.6053E-01	6.0254E-01	1.0257E+00	1.7612E+00	2.9754E+00	4.7368E+00
54	1.0088E-01	1.7498E-01	2.9143E-01	4.8997E-01	8.3873E-01	1.4482E+00	2.4702E+00	4.0168E+00
55	8.8632E-02	1.5324E-01	2.5399E-01	4.2422E-01	7.2022E-01	1.2328E+00	2.0897E+00	3.4075E+00
56	8.8419E-02	1.5161E-01	2.4803E-01	4.0746E-01	6.7934E-01	1.1423E+00	1.9072E+00	3.0815E+00
57	7.8194E-02	1.3405E-01	2.1932E-01	3.6028E-01	6.0039E-01	1.0089E+00	1.6858E+00	2.7389E+00
58	6.8916E-02	1.1810E-01	1.9319E-01	3.1719E-01	5.2791E-01	8.8558E-01	1.4784E+00	2.4092E+00
59	6.0964E-02	1.0447E-01	1.7091E-01	2.8053E-01	4.6632E-01	7.8061E-01	1.3006E+00	2.1208E+00
60	5.2693E-02	9.0396E-02	1.4816E-01	2.4361E-01	4.0526E-01	6.7809E-01	1.1289E+00	1.8429E+00
61	5.1360E-02	8.7411E-02	1.4153E-01	2.2923E-01	3.7521E-01	6.1781E-01	1.0134E+00	1.6348E+00
62	5.8725E-02	9.8459E-02	1.5567E-01	2.4474E-01	3.8805E-01	6.1967E-01	9.8857E-01	1.5568E+00
63	6.0213E-02	1.0035E-01	1.5717E-01	2.4411E-01	3.8192E-01	6.0184E-01	9.4843E-01	1.4781E+00
64	6.1592E-02	1.0218E-01	1.5883E-01	2.4428E-01	3.7803E-01	5.8922E-01	9.1921E-01	1.4205E+00
65	5.4396E-02	9.0440E-02	1.4113E-01	2.1819E-01	3.3956E-01	5.3218E-01	8.3468E-01	1.2975E+00
66	4.9160E-02	8.1831E-02	1.2794E-01	1.9820E-01	3.0902E-01	4.8490E-01	7.6116E-01	1.1845E+00
67	4.1931E-02	7.0059E-02	1.1020E-01	1.7202E-01	2.7026E-01	4.2699E-01	6.7413E-01	1.0547E+00
68	3.9623E-02	6.6059E-02	1.0356E-01	1.6091E-01	2.5144E-01	3.9495E-01	6.1998E-01	9.6504E-01
69	3.9444E-02	6.5449E-02	1.0186E-01	1.5687E-01	2.4277E-01	3.7774E-01	5.8784E-01	9.0819E-01
70	3.5133E-02	5.8419E-02	9.1265E-02	1.4122E-01	2.1967E-01	3.4338E-01	5.3648E-01	8.3180E-01
71	2.9874E-02	4.9918E-02	7.8582E-02	1.2272E-01	1.9262E-01	3.0342E-01	4.7692E-01	7.4299E-01
72	2.8298E-02	4.7207E-02	7.4116E-02	1.1532E-01	1.8021E-01	2.8249E-01	4.4177E-01	6.8486E-01
73	2.8317E-02	4.6994E-02	7.3208E-02	1.1284E-01	1.7460E-01	2.7110E-01	4.2029E-01	6.4657E-01
74	2.7844E-02	4.6029E-02	7.1308E-02	1.0919E-01	1.6780E-01	2.5888E-01	3.9897E-01	6.1059E-01
75	2.6652E-02	4.4004E-02	6.8037E-02	1.0392E-01	1.5920E-01	2.4476E-01	3.7585E-01	5.7315E-01
76	2.7514E-02	4.5203E-02	6.9330E-02	1.0478E-01	1.5870E-01	2.4122E-01	3.6655E-01	5.5377E-01
77	2.9147E-02	4.7639E-02	7.2426E-02	1.0820E-01	1.6171E-01	2.4254E-01	3.6393E-01	5.4362E-01
78	3.2579E-02	5.2914E-02	7.9593E-02	1.1721E-01	1.7233E-01	2.5414E-01	3.7529E-01	5.5253E-01
79	3.0274E-02	4.9304E-02	7.4471E-02	1.1023E-01	1.6294E-01	2.4159E-01	3.5854E-01	5.3031E-01
80	2.5088E-02	4.1087E-02	6.2634E-02	9.3821E-02	1.4052E-01	2.1102E-01	3.1679E-01	4.7327E-01
81	2.3019E-02	3.7761E-02	5.7702E-02	8.6682E-02	1.3019E-01	1.9596E-01	2.9469E-01	4.4078E-01
82	2.0749E-02	3.4074E-02	5.2188E-02	7.8655E-02	1.1857E-01	1.7909E-01	2.7015E-01	4.0513E-01
83	1.9629E-02	3.2199E-02	4.9241E-02	7.4071E-02	1.1141E-01	1.6789E-01	2.5263E-01	3.7790E-01
84	2.0362E-02	3.3252E-02	5.0476E-02	7.5189E-02	1.1186E-01	1.6669E-01	2.4817E-01	3.6768E-01
85	2.0635E-02	3.3643E-02	5.0897E-02	7.5433E-02	1.1151E-01	1.6503E-01	2.4400E-01	3.5909E-01
86	2.1647E-02	3.5169E-02	5.2881E-02	7.7720E-02	1.1377E-01	1.6667E-01	2.4400E-01	3.5583E-01
87	2.1851E-02	3.5462E-02	5.3205E-02	7.7937E-02	1.1363E-01	1.6570E-01	2.4149E-01	3.5064E-01
88	2.0185E-02	3.2872E-02	4.9554E-02	7.2967E-02	1.0691E-01	1.5656E-01	2.2892E-01	3.3322E-01
89	2.0003E-02	3.2535E-02	4.8939E-02	7.1845E-02	1.0489E-01	1.5302E-01	2.2289E-01	3.2328E-01
90	1.8286E-02	2.9743E-02	4.4789E-02	6.5914E-02	9.6564E-02	1.4146E-01	2.0694E-01	3.0141E-01
91	1.6132E-02	2.6321E-02	3.9840E-02	5.9025E-02	8.7118E-02	1.2855E-01	1.8926E-01	2.7719E-01
92	1.3313E-02	2.1842E-02	3.3376E-02	5.0075E-02	7.4945E-02	1.1209E-01	1.6707E-01	2.4722E-01
93	1.1316E-02	1.8690E-02	2.8856E-02	4.3832E-02	6.6434E-02	1.0049E-01	1.5119E-01	2.2534E-01
94	1.0655E-02	1.7616E-02	2.7228E-02	4.1402E-02	6.2781E-02	9.4962E-02	1.4275E-01	2.1250E-01
95	1.2457E-02	2.0337E-02	3.0834E-02	4.5798E-02	6.7771E-02	1.0018E-01	1.4758E-01	2.1594E-01
96	1.6227E-02	2.6116E-02	3.8720E-02	5.5894E-02	8.0168E-02	1.1492E-01	1.6462E-01	2.3504E-01
97	1.9296E-02	3.0891E-02	4.5368E-02	6.4622E-02	9.1203E-02	1.2850E-01	1.8091E-01	2.5414E-01
98	1.6151E-02	2.6078E-02	3.8793E-02	5.6159E-02	8.0697E-02	1.1576E-01	1.6579E-01	2.3649E-01
99	1.2927E-02	2.1067E-02	3.1790E-02	4.6851E-02	6.8648E-02	1.0039E-01	1.4631E-01	2.1195E-01
100	1.3210E-02	2.1488E-02	3.2309E-02	4.7388E-02	6.9042E-02	1.0037E-01	1.4547E-01	2.0966E-01
101	1.1021E-02	1.8038E-02	2.7395E-02	4.0717E-02	6.0214E-02	8.8873E-02	1.3069E-01	1.9092E-01
102	7.7709E-03	1.2934E-02	2.0153E-02	3.0872E-02	4.7087E-02	7.1488E-02	1.0768E-01	1.6045E-01
103	5.7568E-03	9.7340E-03	1.5535E-02	2.4479E-02	3.8385E-02	5.9715E-02	9.1764E-02	1.3887E-01
104	5.5358E-03	9.3436E-03	1.4874E-02	2.3374E-02	3.6547E-02	5.6676E-02	8.6809E-02	1.3093E-01
105	5.8628E-03	9.8277E-03	1.5479E-02	2.4007E-02	3.7036E-02	5.6726E-02	8.5944E-02	1.2843E-01
106	6.6029E-03	1.0886E-02	1.6759E-02	2.5363E-02	3.8227E-02	5.7410E-02	8.5615E-02	1.2637E-01
107	6.9436E-03	1.1457E-02	1.7615E-02	2.6533E-02	3.9720E-02	5.9163E-02	8.7491E-02	1.2808E-01
108	5.8960E-03	9.9030E-03	1.5563E-02	2.3975E-02	3.6602E-02	5.5349E-02	8.2690E-02	1.2181E-01
109	6.3002E-03	1.0472E-02	1.6230E-02	2.4620E-02	3.7022E-02	5.5269E-02	8.1710E-02	1.1939E-01
110	5.5078E-03	9.2857E-03	1.4657E-02	2.2649E-02	3.4647E-02	5.2437E-02	7.8334E-02	1.1531E-01
111	6.5523E-03	1.1115E-02	1.7552E-02	2.6963E-02	4.0743E-02	6.0661E-02	8.8939E-02	1.2834E-01
112	7.4485E-03	1.2442E-02	1.9246E-02	2.8894E-02	4.2689E-02	6.2288E-02	8.9803E-02	1.2794E-01
113	6.0150E-03	1.0112E-02	1.5834E-02	2.4189E-02	3.6487E-02	5.4406E-02	8.0065E-02	1.1613E-01
114	5.4010E-03	9.0770E-03	1.4232E-02	2.1802E-02	3.3006E-02	4.9430E-02	7.3103E-02	1.0662E-01
115	6.8166E-03	1.1169E-02	1.6939E-02	2.5021E-02	3.6573E-02	5.3052E-02	7.6284E-02	1.0858E-01
116	9.1986E-03	1.4695E-02	2.1515E-02	3.0516E-02	4.2829E-02	5.9926E-02	8.3700E-02	1.1655E-01
117	9.8223E-03	1.5610E-02	2.2702E-02	3.1961E-02	4.4529E-02	6.1894E-02	8.5958E-02	1.1913E-01
118	9.7843E-03	1.5596E-02	2.2752E-02	3.2115E-02	4.4810E-02	6.2286E-02	8.6374E-02	1.1937E-01
119	9.3219E-03	1.4833E-02	2.1592E-02	3.0405E-02	4.2334E-02	5.8755E-02	8.1438E-02	1.1262E-01
120	7.2448E-03	1.1720E-02	1.7471E-02	2.5313E-02	3.6310E-02	5.1828E-02	7.3588E-02	1.0376E-01
121	6.2650E-03	1.0230E-02	1.5425E-02	2.2628E-02	3.2832E-02	4.7320E-02	6.7711E-02	9.6037E-02
122	5.1733E-03	8.4893E-03	1.2917E-02	1.9172E-02	2.8191E-02	4.1183E-02	5.9681E-02	8.5631E-02
123	4.1831E-03	6.9357E-03	1.0715E-02	1.6189E-02	2.4241E-02	3.5998E-02	5.2904E-02	7.6769E-02
124	3.9567E-03	6.5735E-03	1.0181E-02	1.5426E-02	2.3160E-02	3.4476E-02	5.0761E-02	7.3760E-02
125	5.4472E-03	8.8984E-03	1.3427E-02	1.9699E-02	2.8585E-02	4.1181E-02	5.8877E-02	8.3408E-02
126	7.8522E-03	1.2562E-02	1.8386E-02	2.5997E-02	3.6244E-02	5.0215E-02	6.9270E-02	9.5075E-02
127	7.9792E-03	1.2760E-02	1.8664E-02	2.6363E-02	3.6728E-02	5.0846E-02	7.0074E-02	9.6107E-02
128	5.9307E-03	9.6383E-03	1.4426E-02	2.0947E-02	3.0055E-02	4.2820E-02	6.0590E-02	8.5024E-02
129	4.7280E-03	7.7662E-03	1.1800E-02	1.7433E-02	2.5446E-02	3.6817E-02	5.2786E-02	7.4914E-02
130	5.2540E-03	8.5526E-03	1.2834E-02	1.8703E-02	2.6945E-02	3.8566E-02	5.4843E-02	7.7369E-02
131	6.3176E-03	1.0170E-02	1.5014E-02	2.1444E-02	3.0225E-02	4.2314E-02	5.8920E-02	8.1554E-02
132	5.4873E-03	8.9508E-03	1.3443E-02	1.9562E-02	2.8049E-02	3.9789E-02	5.5828E-02	7.7398E-02
133	5.5617E-03	9.0046E-03	1.3371E-02	1.9185E-02	2.7104E-02	3.7954E-02	5.2770E-02	7.2868E-02
134	5.6765E-03	9.1548E-03	1.3537E-02	1.9356E-02	2.7276E-02	3.8156E-02	5.3066E-02	7.3367E-02
135	6.6306E-03	1.0639E-02	1.5616E-02	2.2134E-02	3.0924E-02	4.2908E-02	5.9273E-02	8.1499E-02
136	6.2138E-03	1.0094E-02	1.5047E-02	2.1667E-02	3.0694E-02	4.3027E-02	5.9743E-02	8.2115E-02
137	5.9177E-03	9.5328E-03	1.4046E-02	1.9959E-02	2.7884E-02	3.8582E-02	5.3041E-02	7.2498E-02
138	6.3896E-03	1.0200E-02	1.4873E-02	2.0917E-02	2.8981E-02	3.9888E-02	5.4648E-02	7.4523E-02
139	5.9744E-03	9.5688E-03	1.4011E-02	1.9800E-02	2.7577E-02	3.8135E-02	5.2461E-02	7.1733E-02
140	5.6526E-03	9.1674E-03	1.3620E-02	1.9494E-02	2.7362E-02	3.7892E-02	5.1873E-02	7.0237E-02
141	4.5094E-03	7.3178E-03	1.0899E-02	1.5688E-02	2.2221E-02	3.1170E-02	4.3359E-02	5.9851E-02
142	4.2430E-03	6.8361E-03	1.0106E-02	1.4452E-02	2.0399E-02	2.8621E-02	4.0006E-02	5.5686E-02
143	4.7800E-03	7.6984E-03	1.1361E-02	1.6207E-02	2.2785E-02	3.1781E-02	4.4021E-02	6.0478E-02
144	5.8946E-03	9.4191E-03	1.3713E-02	1.9179E-02	2.6298E-02	3.5653E-02	4.7940E-02	6.4015E-02
145	3.9631E-03	6.4726E-03	9.7169E-03	1.4101E-02	2.0117E-02	2.8382E-02	3.9658E-02	5.4924E-02
146	3.4700E-03	5.7571E-03	8.8487E-03	1.3144E-02	1.9179E-02	2.7608E-02	3.9211E-02	5.4947E-02
147	3.3602E-03	5.6818E-03	8.8538E-03	1.3313E-02	1.9530E-02	2.8061E-02	3.9524E-02	5.4665E-02
148	2.9308E-03	4.9551E-03	7.7340E-03	1.1642E-02	1.7107E-02	2.4651E-02	3.4899E-02	4.8633E-02
149	2.3699E-03	4.0726E-03	6.4962E-03	1.0007E-02	1.5026E-02	2.2075E-02	3.1961E-02	4.5445E-02
150	2.2543E-03	3.9495E-03	6.4328E-03	1.0093E-02	1.5425E-02	2.3014E-02	3.3553E-02	4.7880E-02
151	2.5933E-03	4.6766E-03	7.7911E-03	1.2425E-02	1.9128E-02	2.8568E-02	4.1567E-02	5.9036E-02
152	3.7282E-03	6.8783E-03	1.1643E-02	1.8628E-02	2.8436E-02	4.1627E-02	5.8725E-02	8.0210E-02
153	4.8755E-03	8.5826E-03	1.3804E-02	2.1043E-02	3.0787E-02	4.3608E-02	6.0146E-02	8.1222E-02
154	4.1224E-03	7.1474E-03	1.1388E-02	1.7348E-02	2.5560E-02	3.6967E-02	5.0884E-02	6.8765E-02
155	3.5678E-03	6.0142E-03	9.2966E-03	1.3749E-02	1.9737E-02	2.7627E-02	3.7909E-02	5.1447E-02
156	2.4386E-03	4.0853E-03	6.3292E-03	9.4891E-03	1.3978E-02	2.0328E-02	2.9140E-02	4.1045E-02
157	1.8527E-03	3.1500E-03	4.9809E-03	7.6470E-03	1.1504E-02	1.6991E-02	2.4634E-02	3.5125E-02
158	1.7768E-03	2.9976E-03	4.6968E-03	7.1520E-03	1.0729E-02	1.5851E-02	2.3119E-02	3.3260E-02
159	2.0506E-03	3.4031E-03	5.2494E-03	7.8996E-03	1.1694E-02	1.7123E-02	2.4679E-02	3.4853E-02
